,Unnamed: 0,date,target,insult,tweet,mainTweetTarget
174,175,2015-07-30,carl-cameron,consistently fumbles & misrepresents poll results,Carl Cameron @FoxNews is the only reporter I know who consistently fumbles & misrepresents poll results. He has been so wrong & he hates it!,Hilary
175,176,2015-07-30,carl-cameron,has been so wrong & he hates it!,Carl Cameron @FoxNews is the only reporter I know who consistently fumbles & misrepresents poll results. He has been so wrong & he hates it!,Hilary
176,177,2015-07-30,politicians,failing,The polls have been consistently great. The silent majority is speaking. Politicians are failing. #MakeAmericaGreatAgain!,Hilary
177,178,2015-07-31,dan-henninger,lies,"Should not raise taxes in Wisconsin, but massive budget deficit. Education, roads, etc suffering. @DanHenninger lies. @WSJ",Hilary
178,179,2015-08-02,republican-candidates,beg for money etc. from the Koch Brothers,I wish good luck to all of the Republican candidates that traveled to California to beg for money etc. from the Koch Brothers. Puppets?,Hilary
179,180,2015-08-02,republican-candidates,puppets,I wish good luck to all of the Republican candidates that traveled to California to beg for money etc. from the Koch Brothers. Puppets?,Hilary
180,181,2015-08-03,jeb-bush,is miserable,"Despite the false @nytimes story about Jeb Bush being happy with the Trump surge, he fell more than anybody & is miserable.",Hilary
181,182,2015-08-03,the-new-york-times,false @nytimes story,"Despite the false @nytimes story about Jeb Bush being happy with the Trump surge, he fell more than anybody & is miserable.",Hilary
182,183,2015-08-03,jeb-bush,fell more than anybody,"Despite the false @nytimes story about Jeb Bush being happy with the Trump surge, he fell more than anybody & is miserable.",Hilary
183,184,2015-08-07,frank-luntz,a low-class slob,.@FrankLuntz is a low class slob who came to my office looking for consulting work and I had zero interest. Now he picks anti-Trump panels!,Hilary
184,185,2015-08-07,frank-luntz,where did you find that dumb panel,.@FrankLuntz I won every poll of the debate tonight by massive margins @DRUDGE_REPORT & @TIME so where did you find that dumb panel.,Hilary
185,186,2015-08-07,megyn-kelly,really bombed tonight,"Wow, @megynkelly really bombed tonight. People are going wild on twitter! Funny to watch.",Hilary
186,187,2015-08-07,frank-luntz,a clown,".@FrankLuntz, your so-called ""focus groups"" are a total joke. Don't come to my office looking for business again. You are a clown!",Hilary
187,188,2015-08-07,fox-news,not very good or professional,"I really enjoyed the debate tonight even though the @FoxNews trio, especially @megynkelly, was not very good or professional!",Hilary
188,189,2015-08-07,megyn-kelly,not very good or professional,"I really enjoyed the debate tonight even though the @FoxNews trio, especially @megynkelly, was not very good or professional!",Hilary
189,190,2015-08-07,fox-news,should be ashamed of yourself,.@FoxNews you should be ashamed of yourself. I got you the highest debate ratings in your history & you say nothing but bad...,Hilary
190,191,2015-08-07,charles-krauthammer,dopey,....Dopey @krauthammer should be fired. @FoxNews,Hilary
191,192,2015-08-07,charles-krauthammer,should be fired,....Dopey @krauthammer should be fired. @FoxNews,Hilary
192,193,2015-08-07,charles-krauthammer,clown,The hatred that clown @krauthammer has for me is unbelievable – causes him to lie when many others say Trump easily won debate.,Hilary
193,194,2015-08-08,politically-correct-fools,stop wasting time and energy on nonsense,"So many ""politically correct"" fools in our country. We have to all get back to work and stop wasting time and energy on nonsense!",Hilary
194,195,2015-08-08,fox-news,only Fox News is consistantly fighting the Trump win,"Almost universal support that ""Trump won the debate."" Only @FoxNews is consistantly fighting the Trump win, and I got them the ratings!",Hilary
195,196,2015-08-09,red-state,small crowds,"Small crowds at @RedState today in Atlanta. People were very angry at EWErickson, a major sleaze and buffoon who has saved me time and money",Hilary
196,197,2015-08-09,erick-erickson,a major sleaze and buffoon,"Small crowds at @RedState today in Atlanta. People were very angry at EWErickson, a major sleaze and buffoon who has saved me time and money",Hilary
197,198,2015-08-09,carly-fiorina,"if you listen to Carly Fiorina for more than ten minutes straight, you develop a massive headache","I just realized that if you listen to Carly Fiorina for more than ten minutes straight, you develop a massive headache. She has zero chance!",Hilary
198,199,2015-08-09,carly-fiorina,has zero chance,"I just realized that if you listen to Carly Fiorina for more than ten minutes straight, you develop a massive headache. She has zero chance!",Hilary
199,200,2015-08-09,fox-news,other networks seem to treat me so much better than Fox News,"It amazes me that other networks seem to treat me so much better than @FoxNews. I brought them the biggest ratings in history, & I get zip!",Hilary
200,201,2015-08-10,jeb-bush,no more Bushes,Enough is Enough- no more Bushes! https://t.co/0k0Y0pgbhC,Hilary
201,202,2015-08-10,george-w-bush,no more Bushes,Enough is Enough- no more Bushes! https://t.co/0k0Y0pgbhC,Hilary
202,203,2015-08-10,george-h-w-bush,no more Bushes,Enough is Enough- no more Bushes! https://t.co/0k0Y0pgbhC,Hilary
203,204,2015-08-11,rand-paul,truly weird,Truly weird Senator Rand Paul of Kentucky reminds me of a spoiled brat without a properly functioning brain. He was terrible at DEBATE!,Hilary
204,205,2015-08-11,rand-paul,reminds me of a spoiled brat without a properly functioning brain,Truly weird Senator Rand Paul of Kentucky reminds me of a spoiled brat without a properly functioning brain. He was terrible at DEBATE!,Hilary
205,206,2015-08-11,illegal-immigration,crime and killing machine,We must stop the crime and killing machine that is illegal immigration. Rampant problems will only get worse. Take back our country!,Hilary
206,207,2015-08-11,rand-paul,Why is @RandPaul allowed to take advantage of the people of Kentucky,Why is @RandPaul allowed to take advantage of the people of Kentucky by running for Senator and Pres. Why should Kentucky be back up plan?,Hilary
207,208,2015-08-11,iran-deal,is a catastrophe,The #IranDeal is a catastrophe that must be stopped. Will lead to at least partial world destruction & make Iran a force like never before.,Hilary
208,209,2015-08-11,iran-deal,will lead to at least partial world destruction,The #IranDeal is a catastrophe that must be stopped. Will lead to at least partial world destruction & make Iran a force like never before.,Hilary
209,210,2015-08-13,associated-press,should change their fraudulent story,.@AP and @HuffingtonPost should change their fraudulent story to say THAT I DROPPED @NBC & The Apprentice to run for President!,Hilary
210,211,2015-08-13,huffington-post,should change their fraudulent story,.@AP and @HuffingtonPost should change their fraudulent story to say THAT I DROPPED @NBC & The Apprentice to run for President!,Hilary
211,212,2015-08-17,politicians,incompetent,The polls have been really amazing--we are all tired of incompetent politicians and bad deals! http://t.co/wZiNNsvZx2,Hilary
212,213,2015-08-17,politicians,we are all tired [of them],The polls have been really amazing--we are all tired of incompetent politicians and bad deals! http://t.co/wZiNNsvZx2,Hilary
213,214,2015-08-17,bad-deals,we are all tired [of them],The polls have been really amazing--we are all tired of incompetent politicians and bad deals! http://t.co/wZiNNsvZx2,Hilary
214,215,2015-08-17,george-will,wrong on so many subjects,Why does @FoxNews keep George Will as a talking head? Wrong on so many subjects!,Hilary
215,216,2015-08-21,abc-politics,LIE,"@ABCPolitics must apologize. My statement ""we're going to get them out so fast, so quick"" applied to hard core criminals & gang members. LIE",Hilary
216,217,2015-08-21,tom-llamas,cannot report the news truthfully,.@TomLlamasABC cannot report the news truthfully. Why not apologize for your fraudulent story on World News Tonight.Gang members & criminals,Hilary
217,218,2015-08-21,tom-llamas,fraudulent story,.@TomLlamasABC cannot report the news truthfully. Why not apologize for your fraudulent story on World News Tonight.Gang members & criminals,Hilary
218,219,2015-08-21,world-news-tonight,bad reporting,.@WNTonight please correct your story tonight. The public is fed-up with bad reporting for the sake of sensationalizing something!,Hilary
219,220,2015-08-22,politico,covers me more inaccurately than any other media source,".@politico covers me more inaccurately than any other media source, and that is saying something. They go out of their way to distort truth!",Hilary
220,221,2015-08-22,politico,go out of their way to distort truth!,".@politico covers me more inaccurately than any other media source, and that is saying something. They go out of their way to distort truth!",Hilary
221,222,2015-08-22,bernie-sanders,can't even defend his own microphone,How is Bernie Sanders going to defend our country if he can't even defend his own microphone? Very sad!,Hilary
222,223,2015-08-22,bernie-sanders,Very sad!,How is Bernie Sanders going to defend our country if he can't even defend his own microphone? Very sad!,Hilary
223,224,2015-08-22,jeb-bush,weak on illegal immigration,"Jeb Bush is weak on illegal immigration, in favor of common core, bad on women's health issues and thinks the Iraq war was a good thing.",Hilary
224,225,2015-08-22,jeb-bush,bad on women's health issues,"Jeb Bush is weak on illegal immigration, in favor of common core, bad on women's health issues and thinks the Iraq war was a good thing.",Hilary
225,226,2015-08-22,jeb-bush,just can't get it right!,Jeb Bush has a photoshopped photo for an ad which gives him a black left hand and much different looking body. Jeb just can't get it right!,Hilary
226,227,2015-08-25,megyn-kelly,really off her game,".@megynkelly must have had a terrible vacation, she is really off her game. Was afraid to confront Dr. Cornel West. No clue on immigration!",Hilary
227,228,2015-08-25,george-pataki,did a terrible job,".@GovernorPataki did a terrible job as Governor of New York. If he ran again, he would have lost in a landslide. He and Graham ZERO in polls",Hilary
228,229,2015-08-31,anthony-weiner,perv,"Huma Abedin, the top aide to Hillary Clinton and the wife of perv sleazebag Anthony Wiener, was a major security risk as a collector of info",Hilary
229,230,2015-08-31,anthony-weiner,sleazebag,"Huma Abedin, the top aide to Hillary Clinton and the wife of perv sleazebag Anthony Wiener, was a major security risk as a collector of info",Hilary
230,231,2015-08-31,huma-abedin,was a major security risk,"Huma Abedin, the top aide to Hillary Clinton and the wife of perv sleazebag Anthony Wiener, was a major security risk as a collector of info",Hilary
231,232,2015-09-01,jeb-bush,a failing campaign,Yet another weak hit by a candidate with a failing campaign. Will Jeb sink as low in the polls as the others who have gone after me?,Hilary
232,233,2015-09-02,karl-rove,spent $430 million and lost ALL races,Why does @oreillyfactor and @FoxNews always have Karl Rove on. He spent $430 million and lost ALL races. A dope who said Romney won election,Hilary
233,234,2015-09-02,karl-rove,dope,Why does @oreillyfactor and @FoxNews always have Karl Rove on. He spent $430 million and lost ALL races. A dope who said Romney won election,Hilary
234,235,2015-09-02,karl-rove,dopey,"Every Poll has me winning BIG.If you listen to dopey Karl Rove, a Trump hater, on @oreillyfactor, you would think I'm doing poorly. @FoxNews",Hilary
235,236,2015-09-02,iran-deal,terrible,A terrible deal with Iran! https://t.co/dHDFOG3tfp,Hilary
236,237,2015-09-03,iran-deal,one of the most incompetent ever made,The deal with Iran will go down as one of the most incompetent ever made. The U.S. lost on virtually every point. We just don't win anymore!,Hilary
